time,Fx,Tx,Fy
653,-13.4034,0.605831,-12.7132
654,-13.4128,0.59346,-12.4833
655,-13.5526,0.582632,-12.2818
656,-13.7118,0.576662,-12.1705
657,-13.8847,0.57088,-12.0627
658,-14.1142,0.559798,-11.8558
659,-14.391,0.54736,-11.6232
660,-14.6939,0.536873,-11.4267
661,-15.0142,0.525698,-11.2171
662,-15.4605,0.511677,-10.9537
663,-15.8129,0.509191,-10.907
664,-16.2355,0.504612,-10.8208
665,-16.7312,0.48748,-10.498
666,-17.3298,0.481896,-10.3926
667,-17.9018,0.472459,-10.2144
668,-18.5334,0.459845,-9.9759
669,-19.1464,0.441282,-9.62423
670,-19.6767,0.439298,-9.58662
671,-20.2818,0.438062,-9.56317
672,-20.9005,0.436,-9.52404
673,-21.4664,0.435555,-9.5156
674,-22.0793,0.442408,-9.6456
675,-22.6574,0.446352,-9.72036
676,-23.2184,0.448197,-9.75532
677,-23.74,0.453744,-9.8604
678,-24.2334,0.459922,-9.97736
679,-24.7324,0.459945,-9.97779
680,-25.2021,0.469685,-10.162
681,-25.5289,0.474094,-10.2453
682,-25.8475,0.476529,-10.2913
683,-26.0248,0.479669,-10.3506
684,-26.1836,0.48252,-10.4044
685,-26.2907,0.487293,-10.4945
686,-26.4268,0.495789,-10.6547
687,-26.5558,0.496418,-10.6665
688,-26.661,0.505635,-10.84
689,-26.8373,0.515661,-11.0286
690,-27.0458,0.523957,-11.1845
691,-27.2557,0.537461,-11.4378
692,-27.5317,0.549163,-11.6569
693,-27.7876,0.572723,-12.0971
694,-28.0752,0.590202,-12.4227
695,-28.355,0.620663,-12.9882
696,-28.6945,0.651753,-13.5628
697,-29.0636,0.695954,-14.3748
698,-29.4258,0.738014,-15.142
699,-29.9304,0.780606,-15.9134
700,-30.4152,0.823508,-16.6844
701,-30.8508,0.863896,-17.4045
702,-31.245,0.902119,-18.0809
703,-31.6343,0.948149,-18.8886
704,-32.0172,0.986738,-19.5597
705,-32.3618,1.01142,-19.986
706,-32.6568,1.04106,-20.4951
707,-32.855,1.0749,-21.072
708,-33.0409,1.10218,-21.5338
709,-33.1818,1.12976,-21.9979
710,-33.2389,1.15989,-22.5014
711,-33.2856,1.18291,-22.8835
712,-33.3464,1.20152,-23.1909
713,-33.3953,1.2221,-23.5293
714,-33.4611,1.23609,-23.7583
715,-33.5198,1.25028,-23.9897
716,-33.5673,1.26145,-24.1713
717,-33.6085,1.28296,-24.5195
718,-33.6352,1.30252,-24.8345
719,-33.6653,1.31016,-24.9571
720,-33.6366,1.33854,-25.4105
721,-33.584,1.3565,-25.6956
722,-33.4922,1.38079,-26.079
723,-33.3537,1.40469,-26.4539
724,-33.1945,1.43464,-26.9202
725,-32.9608,1.47837,-27.5941
726,-32.6956,1.54224,-28.5637
727,-32.4252,1.56847,-28.9569
728,-32.0437,1.64069,-30.0239
729,-31.5937,1.68798,-30.7104
730,-31.058,1.74953,-31.5895
731,-30.4653,1.79738,-32.2617
732,-29.7923,1.84344,-32.8994
733,-29.0892,1.86698,-33.2218
734,-28.362,1.91417,-33.861
735,-27.6189,1.94881,-34.3242
736,-26.893,1.98122,-34.753
737,-26.1367,2.01244,-35.1618
738,-25.3464,2.03671,-35.4769
739,-24.5945,2.0889,-36.146
740,-23.848,2.1041,-36.3389
