Var1,route1,route2,route3,route4,route5,route6,route7,route8,route9
174,-1.024177904,-1.020543497,-1.197367407,-1.04745268,-1.086417096,-0.915672392,-0.990589192,-1.151581885,
175,-1.025330252,-1.02441213,-1.19902199,-1.051621711,-1.085886082,-0.917180532,-0.994298447,-1.153565785,
176,-1.02646,-1.028125057,-1.20054,-1.055783956,-1.085278498,-0.918613541,-0.997961492,-1.155531939,
177,-1.027567636,-1.031683,-1.201927277,-1.059934936,-1.084598668,-0.919972459,-1.001579516,-1.157478077,
178,-1.028653011,-1.035086936,-1.203188399,-1.064070172,-1.08385092,-0.921258365,-1.005153706,-1.159401934,
179,-1.029715815,-1.03833784,-1.204327629,-1.068185185,-1.083039534,-0.922472342,-1.008685248,-1.161301203,
180,-1.030755739,-1.04143669,-1.205349228,-1.072275494,-1.082168433,-0.923615471,-1.01217533,-1.163173159,
181,-1.031772475,-1.044384463,-1.206257459,-1.076336595,-1.081241362,-0.924688833,-1.01562514,-1.165014813,
182,-1.032765713,-1.04718219,-1.207056588,-1.080363971,-1.080262066,-0.925693515,-1.019035882,-1.166823171,
183,-1.033735115,-1.049832,-1.207751075,-1.084353107,-1.07923429,-0.926630813,-1.022408768,-1.168595239,
184,-1.034680299,-1.05233702,-1.208345698,-1.088299488,-1.07816178,-0.927502381,-1.025745012,-1.170328024,
185,-1.035600874,-1.054700411,-1.208845269,-1.092198599,-1.077048278,-0.928309905,-1.029045828,-1.172018531,
