Var1,Var2_1,Var2_2,Var2_4,Var2_5,Var2_6,Var2_7,Var2_8,Var2_9,Var2_10,Var2_11
980,-2.6153568,-0.797202,-1.4152068,-3.4553232,-1.3405392,-4.6232424,-3.1599036,-1.4465808,-2.8967148,-0.1783404
981,-2.6153568,-0.797202,-1.4152068,-3.4553232,-1.3405392,-4.6232424,-3.1599036,-1.4465808,-2.8967148,-0.1783404
982,-2.649402,-0.7574112,-1.43451,-3.4806744,-1.2907944,-4.6598076,-3.2477004,-1.5408792,-2.859948,-0.2641212
983,-2.649402,-0.7574112,-1.43451,-3.4806744,-1.2907944,-4.6598076,-3.2477004,-1.5408792,-2.859948,-0.2641212
984,-2.649402,-0.7574112,-1.43451,-3.4806744,-1.2907944,-4.6598076,-3.2477004,-1.5408792,-2.859948,-0.2641212
985,-2.6760636,-0.7177716,-1.4558292,-3.501918,-1.2399912,-4.692114,-3.3245856,-1.6261308,-2.818116,-0.3446352
986,-2.6760636,-0.7177716,-1.4558292,-3.501918,-1.2399912,-4.692114,-3.3245856,-1.6261308,-2.818116,-0.3446352
987,-2.6760636,-0.7177716,-1.4558292,-3.501918,-1.2399912,-4.692114,-3.3245856,-1.6261308,-2.818116,-0.3446352
988,-2.6760636,-0.7177716,-1.4558292,-3.501918,-1.2399912,-4.692114,-3.3245856,-1.6261308,-2.818116,-0.3446352
989,-2.695518,-0.6788124,-1.4790132,-3.519054,-1.1884572,-4.720338,-3.3905592,-1.7024616,-2.7716724,-0.4196808
990,-2.695518,-0.6788124,-1.4790132,-3.519054,-1.1884572,-4.720338,-3.3905592,-1.7024616,-2.7716724,-0.4196808
991,-2.695518,-0.6788124,-1.4790132,-3.519054,-1.1884572,-4.720338,-3.3905592,-1.7024616,-2.7716724,-0.4196808
992,-2.707992,-0.6411636,-1.504188,-3.532158,-1.1364948,-4.7447316,-3.4457976,-1.7698716,-2.7209952,-0.4890816
993,-2.707992,-0.6411636,-1.504188,-3.532158,-1.1364948,-4.7447316,-3.4457976,-1.7698716,-2.7209952,-0.4890816
994,-2.707992,-0.6411636,-1.504188,-3.532158,-1.1364948,-4.7447316,-3.4457976,-1.7698716,-2.7209952,-0.4890816
995,-2.713662,-0.6053796,-1.5312024,-3.5412552,-1.0844316,-4.765446,-3.490452,-1.8285372,-2.6665884,-0.5527116
996,-2.713662,-0.6053796,-1.5312024,-3.5412552,-1.0844316,-4.765446,-3.490452,-1.8285372,-2.6665884,-0.5527116
997,-2.713662,-0.6053796,-1.5312024,-3.5412552,-1.0844316,-4.765446,-3.490452,-1.8285372,-2.6665884,-0.5527116
998,-2.713662,-0.6053796,-1.5312024,-3.5412552,-1.0844316,-4.765446,-3.490452,-1.8285372,-2.6665884,-0.5527116
999,-2.7128304,-0.57204,-1.5600564,-3.5464968,-1.0844316,-4.782708,-3.5247996,-1.8786096,-2.6089308,-0.6105456
1000,-2.7128304,-0.57204,-1.5600564,-3.5464968,-1.0844316,-4.782708,-3.5247996,-1.8786096,-2.6089308,-0.6105456
