Var1,route1,route2,route3,route4,route5,route6,route7,route8,route9
109,-8.42259189,-8.88855946,-8.93051892,-9.13762703,-8.73072973,-8.9674973,-9.20145135,-9.18316216,-9.09640811
110,-8.42522102,-8.8917026,-8.93325285,-9.14121061,-8.73694945,-8.9731982,-9.20613423,-9.19434885,-9.10542392
111,-8.42777718,-8.89485015,-8.93615976,-9.14479419,-8.74316917,-8.9788991,-9.21081712,-9.20553554,-9.11443974
112,-8.43033333,-8.89803333,-8.93906667,-9.14837778,-8.74938889,-8.98461111,-9.2154,-9.21673333,-9.1235
113,-8.43288949,-8.90121652,-8.94197357,-9.15196136,-8.75572312,-8.99033463,-9.21987928,-9.22794174,-9.13261712
114,-8.43545445,-8.9043997,-8.94488048,-9.15554494,-8.76217958,-8.99605816,-9.22435856,-9.23915015,-9.14173423
115,-8.43803724,-8.90758288,-8.94783994,-9.15912853,-8.76863604,-9.00178168,-9.22883784,-9.25035856,-9.15085135
116,-8.44062002,-8.91076376,-8.95085696,-9.16271902,-8.77509249,-9.0075036,-9.23330591,-9.26156697,-9.15995606
117,-8.4432028,-8.91392693,-8.95387397,-9.16636266,-8.78154895,-9.0132045,-9.23762683,-9.27265706,-9.16904785
118,-8.44589279,-8.91709009,-8.95689099,-9.17000631,-8.78804144,-9.01890541,-9.24194775,-9.28373514,-9.17813964
119,-8.44866196,-8.92025325,-8.95990801,-9.17364995,-8.79454094,-9.02460631,-9.24626867,-9.29481321,-9.18723143
120,-8.45143113,-8.92341642,-8.9629044,-9.17729359,-8.80104044,-9.03030721,-9.25058959,-9.30589129,-9.19621351
121,-8.4542003,-8.92656517,-8.9658994,-9.18094925,-8.80753994,-9.03602282,-9.25485165,-9.31686366,-9.2051027
122,-8.45723133,-8.92960821,-8.96889439,-9.18469299,-8.81401892,-9.04174635,-9.25908208,-9.32759419,-9.21399189
123,-8.46032002,-8.93265125,-8.97188939,-9.18843674,-8.82041081,-9.04746987,-9.26331251,-9.33832472,-9.22288108
124,-8.46340871,-8.93569429,-8.97486697,-9.19218048,-8.8268027,-9.05319339,-9.26754294,-9.34905526,-9.23148498
125,-8.46652292,-8.93873734,-8.97781792,-9.19592422,-8.83319459,-9.05894294,-9.27175776,-9.35978579,-9.23989299
126,-8.47001101,-8.94175285,-8.98076887,-9.19968799,-8.83958649,-9.06477958,-9.27592032,-9.37012072,-9.248301
127,-8.4734991,-8.94457568,-8.98371982,-9.20359189,-8.84586126,-9.07061622,-9.28008288,-9.38028649,-9.25670901
128,-8.47698719,-8.9473985,-8.98667077,-9.2074958,-8.85203794,-9.07645285,-9.28424545,-9.39045225,-9.26470911
129,-8.48058198,-8.95022132,-8.98956527,-9.2113997,-8.85821461,-9.08228949,-9.28840801,-9.40061802,-9.27248398
130,-8.48441622,-8.95304414,-8.99245015,-9.2153036,-8.86439129,-9.08827267,-9.29268048,-9.41071231,-9.28025886
